fips,county_population_16gr,2004-2020_dem_wins,name,State,Votes,Abbreviation,state_population,elec_vote_proportion
46057,4339,0,Hamlin County,south dakota,3,SD,877790,0.014829287
46059,2612,0,Hand County,south dakota,3,SD,877790,0.008926964
46061,2462,0,Hanson County,south dakota,3,SD,877790,0.008414313
46063,1072,0,Harding County,south dakota,3,SD,877790,0.003663746
46065,13917,0,Hughes County,south dakota,3,SD,877790,0.047563768
46067,5694,0,Hutchinson County,south dakota,3,SD,877790,0.019460235
46069,1109,0,Hyde County,south dakota,3,SD,877790,0.0037902
46071,2357,0,Jackson County,south dakota,3,SD,877790,0.008055457
46073,1634,0,Jerauld County,south dakota,3,SD,877790,0.005584479
46075,674,0,Jones County,south dakota,3,SD,877790,0.002303512
46077,3948,0,Kingsbury County,south dakota,3,SD,877790,0.013492977
46079,10408,1,Lake County,south dakota,3,SD,877790,0.03557115
46081,21501,0,Lawrence County,south dakota,3,SD,877790,0.073483407
46083,42097,0,Lincoln County,south dakota,3,SD,877790,0.143873819
46085,2843,0,Lyman County,south dakota,3,SD,877790,0.009716447
46087,4188,0,McCook County,south dakota,3,SD,877790,0.014313218
46089,1853,0,McPherson County,south dakota,3,SD,877790,0.00633295
46091,3770,2,Marshall County,south dakota,3,SD,877790,0.012884631
46093,21868,0,Meade County,south dakota,3,SD,877790,0.074737694
46095,1448,0,Mellette County,south dakota,3,SD,877790,0.004948792
46097,1726,1,Miner County,south dakota,3,SD,877790,0.005898905
46099,145791,1,Minnehaha County,south dakota,3,SD,877790,0.4982661
46101,5001,1,Moody County,south dakota,3,SD,877790,0.017091787
46103,87474,0,Pennington County,south dakota,3,SD,877790,0.298957609
46105,2348,0,Perkins County,south dakota,3,SD,877790,0.008024698
46107,1862,0,Potter County,south dakota,3,SD,877790,0.006363709
46109,7793,3,Roberts County,south dakota,3,SD,877790,0.026633933
46111,1864,0,Sanborn County,south dakota,3,SD,877790,0.006370544
46115,5162,0,Spink County,south dakota,3,SD,877790,0.017642033
46117,2373,0,Stanley County,south dakota,3,SD,877790,0.00811014
46119,1045,0,Sully County,south dakota,3,SD,877790,0.003571469
46121,6370,4,Todd County,south dakota,3,SD,877790,0.021770583
46123,4340,0,Tripp County,south dakota,3,SD,877790,0.014832705
46125,6552,0,Turner County,south dakota,3,SD,877790,0.0223926
46127,12120,0,Union County,south dakota,3,SD,877790,0.041422208
46129,4348,0,Walworth County,south dakota,3,SD,877790,0.014860046
46135,18458,0,Yankton County,south dakota,3,SD,877790,0.063083425
46137,2037,3,Ziebach County,south dakota,3,SD,877790,0.006961802
47001,61840,0,Anderson County,tennessee,11,TN,6782564,0.100292456
47003,37316,0,Bedford County,tennessee,11,TN,6782564,0.060519296
47005,13325,1,Benton County,tennessee,11,TN,6782564,0.021610559
47007,12260,0,Bledsoe County,tennessee,11,TN,6782564,0.019883336
47009,107014,0,Blount County,tennessee,11,TN,6782564,0.1735559
47011,85224,0,Bradley County,tennessee,11,TN,6782564,0.138216757
47013,32459,0,Campbell County,tennessee,11,TN,6782564,0.052642187
47015,11510,0,Cannon County,tennessee,11,TN,6782564,0.018666982
47017,22590,0,Carroll County,tennessee,11,TN,6782564,0.036636588
47019,47288,0,Carter County,tennessee,11,TN,6782564,0.076691941
47021,32401,0,Cheatham County,tennessee,11,TN,6782564,0.052548122
47023,13877,0,Chester County,tennessee,11,TN,6782564,0.022505796
47025,26442,0,Claiborne County,tennessee,11,TN,6782564,0.042883783
47027,6257,1,Clay County,tennessee,11,TN,6782564,0.010147637
47029,29197,0,Cocke County,tennessee,11,TN,6782564,0.047351857
47031,43686,0,Coffee County,tennessee,11,TN,6782564,0.070850198
47033,11337,0,Crockett County,tennessee,11,TN,6782564,0.01838641
47035,49975,0,Cumberland County,tennessee,11,TN,6782564,0.081049733
47037,555930,4,Davidson County,tennessee,11,TN,6782564,0.901610364
47039,9448,0,Decatur County,tennessee,11,TN,6782564,0.015322819
47041,15998,0,DeKalb County,tennessee,11,TN,6782564,0.025945645
47043,41774,0,Dickson County,tennessee,11,TN,6782564,0.067749305
47045,29534,0,Dyer County,tennessee,11,TN,6782564,0.047898405
47047,33278,0,Fayette County,tennessee,11,TN,6782564,0.053970445
47049,14754,0,Fentress County,tennessee,11,TN,6782564,0.023928119
47051,34267,0,Franklin County,tennessee,11,TN,6782564,0.055574411
47053,38826,0,Gibson County,tennessee,11,TN,6782564,0.062968223
47055,23902,0,Giles County,tennessee,11,TN,6782564,0.038764396
47057,19100,0,Grainger County,tennessee,11,TN,6782564,0.030976486
47059,57193,0,Greene County,tennessee,11,TN,6782564,0.092755925
47061,10798,1,Grundy County,tennessee,11,TN,6782564,0.017512256
47063,50985,0,Hamblen County,tennessee,11,TN,6782564,0.082687756
47065,294232,0,Hamilton County,tennessee,11,TN,6782564,0.477187093
47067,5375,0,Hancock County,tennessee,11,TN,6782564,0.008717205
47069,21144,3,Hardeman County,tennessee,11,TN,6782564,0.034291457
47071,20994,0,Hardin County,tennessee,11,TN,6782564,0.034048186
47073,46532,0,Hawkins County,tennessee,11,TN,6782564,0.075465856
47075,14128,4,Haywood County,tennessee,11,TN,6782564,0.022912869
47077,22290,0,Henderson County,tennessee,11,TN,6782564,0.036150046
47079,26428,0,Henry County,tennessee,11,TN,6782564,0.042861077
47081,20265,0,Hickman County,tennessee,11,TN,6782564,0.03286589
47083,6610,2,Houston County,tennessee,11,TN,6782564,0.010720135
47085,14999,1,Humphreys County,tennessee,11,TN,6782564,0.024325462
47087,9852,2,Jackson County,tennessee,11,TN,6782564,0.015978028
47089,44314,0,Jefferson County,tennessee,11,TN,6782564,0.071868692
47091,15123,0,Johnson County,tennessee,11,TN,6782564,0.024526565
47093,374479,0,Knox County,tennessee,11,TN,6782564,0.607332124
47095,6521,0,Lake County,tennessee,11,TN,6782564,0.010575794
47097,20768,1,Lauderdale County,tennessee,11,TN,6782564,0.033681658
47099,33761,0,Lawrence County,tennessee,11,TN,6782564,0.054753777
47101,9708,0,Lewis County,tennessee,11,TN,6782564,0.015744488
47103,27279,0,Lincoln County,tennessee,11,TN,6782564,0.044241234
47105,43269,0,Loudon County,tennessee,11,TN,6782564,0.070173905
47107,43216,0,McMinn County,tennessee,11,TN,6782564,0.070087949
47109,20902,0,McNairy County,tennessee,11,TN,6782564,0.03389898
47111,18641,0,Macon County,tennessee,11,TN,6782564,0.030232077
47113,78070,0,Madison County,tennessee,11,TN,6782564,0.12661436
47115,23322,0,Marion County,tennessee,11,TN,6782564,0.037823749
47117,26216,0,Marshall County,tennessee,11,TN,6782564,0.042517255
47119,72768,0,Maury County,tennessee,11,TN,6782564,0.118015547
47121,9904,0,Meigs County,tennessee,11,TN,6782564,0.016062362
47123,37439,0,Monroe County,tennessee,11,TN,6782564,0.060718778
47125,151436,0,Montgomery County,tennessee,11,TN,6782564,0.245599747
47127,5290,0,Moore County,tennessee,11,TN,6782564,0.008579351
47129,17990,0,Morgan County,tennessee,11,TN,6782564,0.029176282
47131,24464,0,Obion County,tennessee,11,TN,6782564,0.039675851
47133,17712,1,Overton County,tennessee,11,TN,6782564,0.02872542
47135,6424,1,Perry County,tennessee,11,TN,6782564,0.010418479
47137,4271,0,Pickett County,tennessee,11,TN,6782564,0.006926732
47139,13896,0,Polk County,tennessee,11,TN,6782564,0.02253661
47141,63172,0,Putnam County,tennessee,11,TN,6782564,0.102452701
47143,25908,0,Rhea County,tennessee,11,TN,6782564,0.042017738
47145,44503,0,Roane County,tennessee,11,TN,6782564,0.072175213
47147,55409,0,Robertson County,tennessee,11,TN,6782564,0.089862624
47149,246261,0,Rutherford County,tennessee,11,TN,6782564,0.399387459
47151,17309,0,Scott County,tennessee,11,TN,6782564,0.028071832
47153,12297,0,Sequatchie County,tennessee,11,TN,6782564,0.019943343
47155,79633,0,Sevier County,tennessee,11,TN,6782564,0.129149242
47157,727458,4,Shelby County,tennessee,11,TN,6782564,1.179795428
47159,15705,1,Smith County,tennessee,11,TN,6782564,0.025470456
47161,10944,1,Stewart County,tennessee,11,TN,6782564,0.01774904
47163,130119,0,Sullivan County,tennessee,11,TN,6782564,0.211027718
47165,145258,0,Sumner County,tennessee,11,TN,6782564,0.235580232
47167,48172,0,Tipton County,tennessee,11,TN,6782564,0.078125617
47169,8548,1,Trousdale County,tennessee,11,TN,6782564,0.013863194
47171,15141,0,Unicoi County,tennessee,11,TN,6782564,0.024555758
47173,15778,0,Union County,tennessee,11,TN,6782564,0.025588848
47175,4813,1,Van Buren County,tennessee,11,TN,6782564,0.00780575
47177,32208,0,Warren County,tennessee,11,TN,6782564,0.052235113
47179,106025,0,Washington County,tennessee,11,TN,6782564,0.171951934
47181,13960,0,Wayne County,tennessee,11,TN,6782564,0.022640406
47183,27855,0,Weakley County,tennessee,11,TN,6782564,0.045175394
47185,21388,0,White County,tennessee,11,TN,6782564,0.034687177
47187,171793,0,Williamson County,tennessee,11,TN,6782564,0.278614842
47189,107679,0,Wilson County,tennessee,11,TN,6782564,0.174634401
48001,47967,0,Anderson County,texas,38,TX,28704330,0.063500733
48003,13071,0,Andrews County,texas,38,TX,28704330,0.01730394
48005,67358,0,Angelina County,texas,38,TX,28704330,0.089171355
48007,20564,0,Aransas County,texas,38,TX,28704330,0.027223489
48009,7097,0,Archer County,texas,38,TX,28704330,0.009395307
48011,1571,0,Armstrong County,texas,38,TX,28704330,0.002079756
48013,37371,0,Atascosa County,texas,38,TX,28704330,0.049473302
48015,23503,0,Austin County,texas,38,TX,28704330,0.03111426
48017,5359,0,Bailey County,texas,38,TX,28704330,0.00709447
48019,18895,0,Bandera County,texas,38,TX,28704330,0.025013996
48021,65347,0,Bastrop County,texas,38,TX,28704330,0.086509109
48023,2905,0,Baylor County,texas,38,TX,28704330,0.003845761
48025,26560,0,Bee County,texas,38,TX,28704330,0.035161246
48027,261258,0,Bell County,texas,38,TX,28704330,0.345864335
48029,1506216,3,Bexar County,texas,38,TX,28704330,1.993992126
48031,9647,0,Blanco County,texas,38,TX,28704330,0.012771105
48033,452,0,Borden County,texas,38,TX,28704330,0.000598377
48035,14813,0,Bosque County,texas,38,TX,28704330,0.019610073
48037,73735,0,Bowie County,texas,38,TX,28704330,0.097613496
48039,276169,0,Brazoria County,texas,38,TX,28704330,0.365604144
48041,182014,0,Brazos County,texas,38,TX,28704330,0.240957793
48043,7641,1,Brewster County,texas,38,TX,28704330,0.010115477
48045,1245,0,Briscoe County,texas,38,TX,28704330,0.001648183
48047,5438,4,Brooks County,texas,38,TX,28704330,0.007199053
48049,30638,0,Brown County,texas,38,TX,28704330,0.040559874
48051,14610,0,Burleson County,texas,38,TX,28704330,0.019341333
48053,37658,0,Burnet County,texas,38,TX,28704330,0.049853245
48055,33483,0,Caldwell County,texas,38,TX,28704330,0.044326204
48057,16968,0,Calhoun County,texas,38,TX,28704330,0.022462952
48059,11179,0,Callahan County,texas,38,TX,28704330,0.014799231
48061,307002,3,Cameron County,texas,38,TX,28704330,0.406422167
48063,9818,0,Camp County,texas,38,TX,28704330,0.012997482
48065,4704,0,Carson County,texas,38,TX,28704330,0.006227353
48067,24014,0,Cass County,texas,38,TX,28704330,0.031790744
48069,5678,0,Castro County,texas,38,TX,28704330,0.007516775
48071,30788,0,Chambers County,texas,38,TX,28704330,0.04075845
48073,40263,0,Cherokee County,texas,38,TX,28704330,0.053301854
48075,6093,0,Childress County,texas,38,TX,28704330,0.00806617
48077,8533,0,Clay County,texas,38,TX,28704330,0.011296344
48079,2201,0,Cochran County,texas,38,TX,28704330,0.002913776
48081,2698,0,Coke County,texas,38,TX,28704330,0.003571726
48083,6779,0,Coleman County,texas,38,TX,28704330,0.008974325
48085,747996,0,Collin County,texas,38,TX,28704330,0.990228582
48087,2276,0,Collingsworth County,texas,38,TX,28704330,0.003013065
48089,16758,0,Colorado County,texas,38,TX,28704330,0.022184946
48091,113369,0,Comal County,texas,38,TX,28704330,0.150082653
48093,10827,0,Comanche County,texas,38,TX,28704330,0.014333238
48095,2814,0,Concho County,texas,38,TX,28704330,0.003725292
48097,31590,0,Cooke County,texas,38,TX,28704330,0.041820171
48099,59562,0,Coryell County,texas,38,TX,28704330,0.078850682
48101,1211,0,Cottle County,texas,38,TX,28704330,0.001603173
48103,3499,0,Crane County,texas,38,TX,28704330,0.004632123
48105,2799,0,Crockett County,texas,38,TX,28704330,0.003705434
48107,4430,0,Crosby County,texas,38,TX,28704330,0.00586462
48109,1665,3,Culberson County,texas,38,TX,28704330,0.002204197
48111,5233,0,Dallam County,texas,38,TX,28704330,0.006927666
48113,1992003,3,Dallas County,texas,38,TX,28704330,2.6370974
48115,9947,0,Dawson County,texas,38,TX,28704330,0.013168257
48117,13442,0,Deaf Smith County,texas,38,TX,28704330,0.017795085
48119,4158,0,Delta County,texas,38,TX,28704330,0.005504535
48121,649825,0,Denton County,texas,38,TX,28704330,0.860265681
48123,16177,0,DeWitt County,texas,38,TX,28704330,0.021415793
48125,1836,0,Dickens County,texas,38,TX,28704330,0.002430574
48127,7800,4,Dimmit County,texas,38,TX,28704330,0.010325968
48129,2731,0,Donley County,texas,38,TX,28704330,0.003615413
48131,8634,4,Duval County,texas,38,TX,28704330,0.011430053
48133,14907,0,Eastland County,texas,38,TX,28704330,0.019734514
48135,116949,0,Ector County,texas,38,TX,28704330,0.154822008
48137,1660,0,Edwards County,texas,38,TX,28704330,0.002197578
48139,132496,0,Ellis County,texas,38,TX,28704330,0.175403781
48141,632578,4,El Paso County,texas,38,TX,28704330,0.837433377
48143,34093,0,Erath County,texas,38,TX,28704330,0.045133748
48145,14016,0,Falls County,texas,38,TX,28704330,0.018554971
48147,28041,0,Fannin County,texas,38,TX,28704330,0.037121856
48149,20583,0,Fayette County,texas,38,TX,28704330,0.027248642
48151,3080,0,Fisher County,texas,38,TX,28704330,0.004077434
48153,4399,0,Floyd County,texas,38,TX,28704330,0.005823581
48155,1101,0,Foard County,texas,38,TX,28704330,0.00145755
48157,578238,1,Fort Bend County,texas,38,TX,28704330,0.765495798
48159,8492,0,Franklin County,texas,38,TX,28704330,0.011242067
48161,15866,0,Freestone County,texas,38,TX,28704330,0.021004078
48163,15767,3,Frio County,texas,38,TX,28704330,0.020873018
48165,13915,0,Gaines County,texas,38,TX,28704330,0.018421263
48167,261140,0,Galveston County,texas,38,TX,28704330,0.345708121
48169,5286,0,Garza County,texas,38,TX,28704330,0.006997829
48171,21875,0,Gillespie County,texas,38,TX,28704330,0.028959046
48173,1206,0,Glasscock County,texas,38,TX,28704330,0.001596554
48175,6132,0,Goliad County,texas,38,TX,28704330,0.0081178
48177,15641,0,Gonzales County,texas,38,TX,28704330,0.020706214
48179,17213,0,Gray County,texas,38,TX,28704330,0.022787294
48181,103292,0,Grayson County,texas,38,TX,28704330,0.136742296
48183,94960,0,Gregg County,texas,38,TX,28704330,0.125712044
48185,22308,0,Grimes County,texas,38,TX,28704330,0.029532269
48187,123019,0,Guadalupe County,texas,38,TX,28704330,0.162857729
48189,25606,0,Hale County,texas,38,TX,28704330,0.0338983
48191,2451,0,Hall County,texas,38,TX,28704330,0.003244737
48193,6788,0,Hamilton County,texas,38,TX,28704330,0.00898624
48195,4100,0,Hansford County,texas,38,TX,28704330,0.005427753
48197,3224,0,Hardeman County,texas,38,TX,28704330,0.004268067
48199,44339,0,Hardin County,texas,38,TX,28704330,0.058697834
48201,3533350,3,Harris County,texas,38,TX,28704330,4.677597422
48203,51776,0,Harrison County,texas,38,TX,28704330,0.068543248
48205,4595,0,Hartley County,texas,38,TX,28704330,0.006083054
48207,4821,0,Haskell County,texas,38,TX,28704330,0.006382243
48209,169447,0,Hays County,texas,38,TX,28704330,0.224321069
48211,2911,0,Hemphill County,texas,38,TX,28704330,0.003853704
48213,65945,0,Henderson County,texas,38,TX,28704330,0.087300766
48215,604559,4,Hidalgo County,texas,38,TX,28704330,0.800340645
48217,28414,0,Hill County,texas,38,TX,28704330,0.037615649
48219,17628,0,Hockley County,texas,38,TX,28704330,0.023336688
48221,47445,0,Hood County,texas,38,TX,28704330,0.062809688
48223,28455,0,Hopkins County,texas,38,TX,28704330,0.037669926
48225,18999,0,Houston County,texas,38,TX,28704330,0.025151676
48227,29189,0,Howard County,texas,38,TX,28704330,0.038641627
48229,3460,0,Hudspeth County,texas,38,TX,28704330,0.004580494
48231,74269,0,Hunt County,texas,38,TX,28704330,0.098320428
48233,16623,0,Hutchinson County,texas,38,TX,28704330,0.022006227
48235,1216,0,Irion County,texas,38,TX,28704330,0.001609792
48237,7195,0,Jack County,texas,38,TX,28704330,0.009525044
48239,11429,0,Jackson County,texas,38,TX,28704330,0.015130191
48241,27996,0,Jasper County,texas,38,TX,28704330,0.037062283
48243,1888,0,Jeff Davis County,texas,38,TX,28704330,0.002499414
48245,199748,3,Jefferson County,texas,38,TX,28704330,0.264434808
48247,3744,4,Jim Hogg County,texas,38,TX,28704330,0.004956465
48249,30694,4,Jim Wells County,texas,38,TX,28704330,0.040634009
48251,128955,0,Johnson County,texas,38,TX,28704330,0.170716056
48253,16915,0,Jones County,texas,38,TX,28704330,0.022392789
48255,12655,0,Karnes County,texas,38,TX,28704330,0.016753222
48257,93080,0,Kaufman County,texas,38,TX,28704330,0.123223221
48259,34621,0,Kendall County,texas,38,TX,28704330,0.045832737
48261,400,3,Kenedy County,texas,38,TX,28704330,0.000529537
48263,503,0,Kent County,texas,38,TX,28704330,0.000665893
48265,42993,0,Kerr County,texas,38,TX,28704330,0.056915943
48267,3583,0,Kimble County,texas,38,TX,28704330,0.004743326
48269,167,0,King County,texas,38,TX,28704330,0.000221082
48271,3198,0,Kinney County,texas,38,TX,28704330,0.004233647
48273,24428,3,Kleberg County,texas,38,TX,28704330,0.032338814
48275,2842,0,Knox County,texas,38,TX,28704330,0.003762359
48277,39106,0,Lamar County,texas,38,TX,28704330,0.051770168
48279,9802,0,Lamb County,texas,38,TX,28704330,0.0129763
48281,16914,0,Lampasas County,texas,38,TX,28704330,0.022391465
48283,6164,4,La Salle County,texas,38,TX,28704330,0.008160163
48285,15794,0,Lavaca County,texas,38,TX,28704330,0.020908762
48287,13741,0,Lee County,texas,38,TX,28704330,0.018190914
48289,13806,0,Leon County,texas,38,TX,28704330,0.018276964
48291,64174,0,Liberty County,texas,38,TX,28704330,0.084956242
48293,18664,0,Limestone County,texas,38,TX,28704330,0.024708189
48295,2597,0,Lipscomb County,texas,38,TX,28704330,0.003438018
48297,9945,0,Live Oak County,texas,38,TX,28704330,0.01316561
48299,18341,0,Llano County,texas,38,TX,28704330,0.024280588
48301,73,0,Loving County,texas,38,TX,28704330,9.66E-05
48303,239406,0,Lubbock County,texas,38,TX,28704330,0.316935738
48305,4419,0,Lynn County,texas,38,TX,28704330,0.005850058
48307,6487,0,McCulloch County,texas,38,TX,28704330,0.008587764
48309,195742,0,McLennan County,texas,38,TX,28704330,0.259131497
48311,566,0,McMullen County,texas,38,TX,28704330,0.000749295
48313,11524,0,Madison County,texas,38,TX,28704330,0.015255956
48315,8439,0,Marion County,texas,38,TX,28704330,0.011171903
48317,4068,0,Martin County,texas,38,TX,28704330,0.00538539
48319,3352,0,Mason County,texas,38,TX,28704330,0.004437519
48321,28456,0,Matagorda County,texas,38,TX,28704330,0.03767125
48323,42051,4,Maverick County,texas,38,TX,28704330,0.055668883
48325,39722,0,Medina County,texas,38,TX,28704330,0.052585655
48327,1875,0,Menard County,texas,38,TX,28704330,0.002482204
48329,124592,0,Midland County,texas,38,TX,28704330,0.164940133
48331,19439,0,Milam County,texas,38,TX,28704330,0.025734166
48333,4054,0,Mills County,texas,38,TX,28704330,0.005366856
48335,7120,0,Mitchell County,texas,38,TX,28704330,0.009425756
48337,15561,0,Montague County,texas,38,TX,28704330,0.020600307
48339,438066,0,Montgomery County,texas,38,TX,28704330,0.579930206
48341,15303,0,Moore County,texas,38,TX,28704330,0.020258755
48343,9841,0,Morris County,texas,38,TX,28704330,0.01302793
48345,960,0,Motley County,texas,38,TX,28704330,0.001270888
48347,51544,0,Nacogdoches County,texas,38,TX,28704330,0.068236116
48349,37608,0,Navarro County,texas,38,TX,28704330,0.049787053
48351,11542,0,Newton County,texas,38,TX,28704330,0.015279785
48353,11487,0,Nolan County,texas,38,TX,28704330,0.015206974
48355,282358,0,Nueces County,texas,38,TX,28704330,0.373797403
48357,7423,0,Ochiltree County,texas,38,TX,28704330,0.00982688
48359,1481,0,Oldham County,texas,38,TX,28704330,0.00196061
48361,65598,0,Orange County,texas,38,TX,28704330,0.086841393
48363,22579,0,Palo Pinto County,texas,38,TX,28704330,0.02989103
48365,18398,0,Panola County,texas,38,TX,28704330,0.024356047
48367,104742,0,Parker County,texas,38,TX,28704330,0.138661867
48369,7187,0,Parmer County,texas,38,TX,28704330,0.009514453
48371,12289,0,Pecos County,texas,38,TX,28704330,0.016268695
48373,40205,0,Polk County,texas,38,TX,28704330,0.053225071
48375,90103,0,Potter County,texas,38,TX,28704330,0.119282143
48377,5311,4,Presidio County,texas,38,TX,28704330,0.007030925
48379,9781,0,Rains County,texas,38,TX,28704330,0.012948499
48381,105121,0,Randall County,texas,38,TX,28704330,0.139163604
48383,2615,0,Reagan County,texas,38,TX,28704330,0.003461847
48385,2630,0,Real County,texas,38,TX,28704330,0.003481705
48387,10121,0,Red River County,texas,38,TX,28704330,0.013398606
48389,12484,3,Reeves County,texas,38,TX,28704330,0.016526845
48391,5658,0,Refugio County,texas,38,TX,28704330,0.007490299
48393,648,0,Roberts County,texas,38,TX,28704330,0.00085785
48395,13382,0,Robertson County,texas,38,TX,28704330,0.017715655
48397,73948,0,Rockwall County,texas,38,TX,28704330,0.097895474
48399,8185,0,Runnels County,texas,38,TX,28704330,0.010835647
48401,42888,0,Rusk County,texas,38,TX,28704330,0.056776939
48403,8808,0,Sabine County,texas,38,TX,28704330,0.011660401
48405,6872,0,San Augustine County,texas,38,TX,28704330,0.009097443
48407,22375,0,San Jacinto County,texas,38,TX,28704330,0.029620967
48409,50973,0,San Patricio County,texas,38,TX,28704330,0.067480202
48411,4920,0,San Saba County,texas,38,TX,28704330,0.006513303
48413,2277,0,Schleicher County,texas,38,TX,28704330,0.003014388
48415,13222,0,Scurry County,texas,38,TX,28704330,0.01750384
48417,2615,0,Shackelford County,texas,38,TX,28704330,0.003461847
48419,19445,0,Shelby County,texas,38,TX,28704330,0.025742109
48421,2468,0,Sherman County,texas,38,TX,28704330,0.003267242
48423,177448,0,Smith County,texas,38,TX,28704330,0.23491313
48425,7081,0,Somervell County,texas,38,TX,28704330,0.009374126
48427,45233,4,Starr County,texas,38,TX,28704330,0.059881349
48429,7457,0,Stephens County,texas,38,TX,28704330,0.00987189
48431,907,0,Sterling County,texas,38,TX,28704330,0.001200725
48433,1113,0,Stonewall County,texas,38,TX,28704330,0.001473436
48435,2895,0,Sutton County,texas,38,TX,28704330,0.003832523
48437,5819,0,Swisher County,texas,38,TX,28704330,0.007703437
48439,1568856,0,Tarrant County,texas,38,TX,28704330,2.076917594
48441,106389,0,Taylor County,texas,38,TX,28704330,0.140842235
48443,777,0,Terrell County,texas,38,TX,28704330,0.001028625
48445,9489,0,Terry County,texas,38,TX,28704330,0.012561938
48447,1237,0,Throckmorton County,texas,38,TX,28704330,0.001637593
48449,24181,0,Titus County,texas,38,TX,28704330,0.032011825
48451,92733,0,Tom Green County,texas,38,TX,28704330,0.122763848
48453,985208,4,Travis County,texas,38,TX,28704330,1.30425981
48455,11985,0,Trinity County,texas,38,TX,28704330,0.015866247
48457,17905,0,Tyler County,texas,38,TX,28704330,0.023703392
48459,32443,0,Upshur County,texas,38,TX,28704330,0.042949409
48461,2842,0,Upton County,texas,38,TX,28704330,0.003762359
48463,20669,0,Uvalde County,texas,38,TX,28704330,0.027362492
48465,36626,3,Val Verde County,texas,38,TX,28704330,0.04848704
48467,44007,0,Van Zandt County,texas,38,TX,28704330,0.058258319
48469,71266,0,Victoria County,texas,38,TX,28704330,0.09434493
48471,62588,0,Walker County,texas,38,TX,28704330,0.082856628
48473,40699,0,Waller County,texas,38,TX,28704330,0.053879049
48475,8761,0,Ward County,texas,38,TX,28704330,0.01159818
48477,28602,0,Washington County,texas,38,TX,28704330,0.037864531
48479,192461,4,Webb County,texas,38,TX,28704330,0.254787971
48481,31992,0,Wharton County,texas,38,TX,28704330,0.042352356
48483,4101,0,Wheeler County,texas,38,TX,28704330,0.005429076
48485,105181,0,Wichita County,texas,38,TX,28704330,0.139243034
48487,10313,0,Wilbarger County,texas,38,TX,28704330,0.013652783
48489,16862,4,Willacy County,texas,38,TX,28704330,0.022322625
48491,421426,0,Williamson County,texas,38,TX,28704330,0.557901473
48493,38809,0,Wilson County,texas,38,TX,28704330,0.051376987
48495,5815,0,Winkler County,texas,38,TX,28704330,0.007698142
48497,51986,0,Wise County,texas,38,TX,28704330,0.068821254
48499,36679,0,Wood County,texas,38,TX,28704330,0.048557204
48501,6004,0,Yoakum County,texas,38,TX,28704330,0.007948348
48503,14125,0,Young County,texas,38,TX,28704330,0.018699269
48505,10027,4,Zapata County,texas,38,TX,28704330,0.013274165
48507,9004,4,Zavala County,texas,38,TX,28704330,0.011919874
49001,4623,0,Beaver County,utah,6,UT,3159345,0.008779668
49003,38572,0,Box Elder County,utah,6,UT,3159345,0.073253158
49005,90220,0,Cache County,utah,6,UT,3159345,0.171339312
49007,15615,0,Carbon County,utah,6,UT,3159345,0.029654881
49009,490,0,Daggett County,utah,6,UT,3159345,0.000930573
49011,245641,0,Davis County,utah,6,UT,3159345,0.466503658
49013,13973,0,Duchesne County,utah,6,UT,3159345,0.026536513
49015,7423,0,Emery County,utah,6,UT,3159345,0.014097226
49017,3949,0,Garfield County,utah,6,UT,3159345,0.007499656
49019,7842,1,Grand County,utah,6,UT,3159345,0.01489296
49021,38258,0,Iron County,utah,6,UT,3159345,0.072656832
49023,7826,0,Juab County,utah,6,UT,3159345,0.014862574
49025,5945,0,Kane County,utah,6,UT,3159345,0.011290315
49027,9228,0,Millard County,utah,6,UT,3159345,0.017525152
49029,7932,0,Morgan County,utah,6,UT,3159345,0.015063882
49031,1485,0,Piute County,utah,6,UT,3159345,0.002820205
49033,1786,0,Rich County,utah,6,UT,3159345,0.003391842
49035,855951,2,Salt Lake County,utah,6,UT,3159345,1.625560361
49037,11097,0,San Juan County,utah,6,UT,3159345,0.021074621
49039,23223,0,Sanpete County,utah,6,UT,3159345,0.044103445
49041,15628,0,Sevier County,utah,6,UT,3159345,0.02967957
49043,32163,2,Summit County,utah,6,UT,3159345,0.061081648
49045,47760,0,Tooele County,utah,6,UT,3159345,0.090702345
49047,25417,0,Uintah County,utah,6,UT,3159345,0.048270132
49049,422172,0,Utah County,utah,6,UT,3159345,0.801758592
49051,22866,0,Wasatch County,utah,6,UT,3159345,0.043425457
49053,126752,0,Washington County,utah,6,UT,3159345,0.24071825
49055,2083,0,Wayne County,utah,6,UT,3159345,0.003955883
49057,187154,0,Weber County,utah,6,UT,3159345,0.355429369
50001,31310,4,Addison County,vermont,3,VT,623960,0.150538496
50003,29649,4,Bennington County,vermont,3,VT,623960,0.142552407
50005,25032,4,Caledonia County,vermont,3,VT,623960,0.120353869
50007,137204,4,Chittenden County,vermont,3,VT,623960,0.659676902
50009,5233,2,Essex County,vermont,3,VT,623960,0.025160267
50011,39542,4,Franklin County,vermont,3,VT,623960,0.190117956
50013,5934,4,Grand Isle County,vermont,3,VT,623960,0.028530675
50015,20805,4,Lamoille County,vermont,3,VT,623960,0.100030451
50017,24220,4,Orange County,vermont,3,VT,623960,0.116449772
50019,22332,4,Orleans County,vermont,3,VT,623960,0.107372267
50021,49787,4,Rutland County,vermont,3,VT,623960,0.239375922
50023,48602,4,Washington County,vermont,3,VT,623960,0.233678441
50025,36152,4,Windham County,vermont,3,VT,623960,0.173818835
